"idade";"escolaridade";"anos_estudo";"estado_civil";"raca";"sexo";"salario";"classe_trabalho";"qtde_filhos";"UF";"região"
34;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3655;"Funcionário Setor Privado";5;"MA";"Nordeste"
28;"Ensino Médio Completo";11;"Solteiro";"Branco";"Feminino";3365;"Funcionário Setor Privado";5;"PI";"Nordeste"
34;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"CE";"Nordeste"
29;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"RN";"Nordeste"
39;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"PB";"Nordeste"
49;"Ensino Médio Incompleto";7;"Divorciado";"Negro";"Feminino";1100;"Funcionário Setor Privado";1;"PE";"Nordeste"
35;"Ensino Médio Completo";10;"Casado";"Negro";"Masculino";2669;"Funcionário Setor Privado";1;"AL";"Nordeste"
31;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3906;"Funcionário Setor Privado";5;"SE";"Nordeste"
18;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3834;"Funcionário Setor Privado";1;"BA";"Nordeste"
47;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";12835;"Empresário";4;"MG";"Sudeste"
46;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"ES";"Sudeste"
43;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3899;"Funcionário Setor Privado";0;"RJ";"Sudeste"
51;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1561;"Funcionário Público";2;"SP";"Sudeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2398;"Funcionário Setor Privado";4;"PR";"Sul"
18;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2342;"Não Informado";2;"SC";"Sul"
31;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";4268;"Servidor Público";3;"RS";"Sul"
39;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";13296;"Empresário";5;"MS";"Centro-Oeste"
58;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"MT";"Centro-Oeste"
36;"Mestrado";14;"Solteiro";"Branco";"Feminino";8950;"Funcionário Setor Privado";4;"GO";"Centro-Oeste"
38;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"DF";"Centro-Oeste"
31;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";3725;"Funcionário Setor Privado";2;"RO";"Norte"
19;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"AC";"Norte"
38;"Ensino Médio Completo";11;"Divorciado";"Branco";"Feminino";3650;"Funcionário Setor Privado";0;"AM";"Norte"
26;"Ensino Médio Completo";11;"Solteiro";"Amarelo";"Feminino";2200;"Funcionário Setor Privado";2;"RR";"Norte"
38;"Ensino Médio Completo";12;"Divorciado";"Branco";"Feminino";2215;"Funcionário Setor Privado";4;"PA";"Norte"
36;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3399;"Funcionário Setor Privado";5;"AP";"Norte"
40;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"TO";"Norte"
25;"Ensino Médio Completo";13;"Solteiro";"Negro";"Masculino";2724;"Funcionário Setor Privado";4;"MA";"Nordeste"
41;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";3619;"Funcionário Setor Privado";3;"PI";"Nordeste"
33;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"CE";"Nordeste"
63;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Não Informado";2;"RN";"Nordeste"
51;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"PB";"Nordeste"
34;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"PE";"Nordeste"
33;"Ensino Médio Completo";11;"Divorciado";"Branco";"Masculino";2897;"Funcionário Setor Privado";3;"AL";"Nordeste"
25;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"SE";"Nordeste"
30;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Autônomo";2;"BA";"Nordeste"
19;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2388;"Funcionário Setor Privado";2;"MG";"Sudeste"
47;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";1;"ES";"Sudeste"
26;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";3414;"Funcionário Setor Privado";2;"RJ";"Sudeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";4798;"Servidor Público";4;"SP";"Sudeste"
36;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"PR";"Sul"
60;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"SC";"Sul"
28;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";2;"RS";"Sul"
19;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"MS";"Centro-Oeste"
42;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2042;"Funcionário Setor Privado";3;"MT";"Centro-Oeste"
36;"Ensino Médio Incompleto";9;"Separado";"Negro";"Feminino";1100;"Funcionário Setor Privado";3;"GO";"Centro-Oeste"
35;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"DF";"Centro-Oeste"
22;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2404;"Funcionário Setor Privado";2;"RO";"Norte"
54;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"AC";"Norte"
36;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2756;"Funcionário Setor Privado";0;"AM";"Norte"
55;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"RR";"Norte"
57;"Mestrado";14;"Casado";"Branco";"Masculino";10449;"Funcionário Setor Privado";2;"PA";"Norte"
56;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"AP";"Norte"
24;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"TO";"Norte"
35;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";8280;"Empresário";0;"MA";"Nordeste"
51;"Ensino Médio Incompleto";7;"Divorciado";"Branco";"Masculino";2033;"MEI";1;"PI";"Nordeste"
34;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"CE";"Nordeste"
36;"Ensino Médio Completo";12;"Divorciado";"Branco";"Feminino";3693;"Funcionário Setor Privado";3;"RN";"Nordeste"
51;"Ensino Fundamental Completo";5;"Separado";"Branco";"Feminino";15047;"Empresário";4;"PB";"Nordeste"
46;"Doutorado";16;"Casado";"Branco";"Masculino";6695;"MEI";3;"PE";"Nordeste"
42;"Ensino Médio Incompleto";9;"Divorciado";"Negro";"Feminino";1100;"Funcionário Setor Privado";2;"AL";"Nordeste"
25;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";5248;"Servidor Público";5;"SE";"Nordeste"
22;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"BA";"Nordeste"
37;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"MG";"Sudeste"
48;"Ensino Médio Completo";13;"Divorciado";"Branco";"Masculino";2433;"Funcionário Setor Privado";5;"ES";"Sudeste"
61;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2788;"Funcionário Setor Privado";2;"RJ";"Sudeste"
40;"Ensino Médio Incompleto";8;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";4;"SP";"Sudeste"
58;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";3504;"MEI";0;"PR";"Sul"
52;"Ensino Médio Incompleto";9;"União Estável";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"SC";"Sul"
18;"Ensino Médio Incompleto";7;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";0;"RS";"Sul"
27;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"MS";"Centro-Oeste"
48;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3442;"Autônomo";1;"MT";"Centro-Oeste"
63;"Ensino Fundamental Completo";5;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"GO";"Centro-Oeste"
38;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";2;"DF";"Centro-Oeste"
31;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3811;"Funcionário Setor Privado";5;"RO";"Norte"
40;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2556;"Autônomo";5;"AC";"Norte"
41;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AM";"Norte"
28;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";3564;"Funcionário Setor Privado";0;"RR";"Norte"
31;"Mestrado";15;"Divorciado";"Branco";"Masculino";9283;"Funcionário Setor Privado";0;"PA";"Norte"
32;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";2746;"Funcionário Setor Privado";1;"AP";"Norte"
30;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";1;"TO";"Norte"
39;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";17914;"Empresário";2;"MA";"Nordeste"
28;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3438;"Funcionário Setor Privado";0;"PI";"Nordeste"
31;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Feminino";1100;"Funcionário Setor Privado";3;"CE";"Nordeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3432;"Não Informado";1;"RN";"Nordeste"
33;"Ensino Médio Incompleto";9;"Separado";"Branco";"Feminino";1100;"Não Informado";1;"PB";"Nordeste"
44;"Mestrado";14;"Casado";"Branco";"Masculino";9076;"Servidor Público";2;"PE";"Nordeste"
22;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3299;"Funcionário Setor Privado";0;"AL";"Nordeste"
42;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"SE";"Nordeste"
36;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";3539;"Funcionário Setor Privado";0;"BA";"Nordeste"
39;"Mestrado";14;"Solteiro";"Branco";"Masculino";6729;"Funcionário Setor Privado";1;"MG";"Sudeste"
61;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2734;"Funcionário Setor Privado";3;"ES";"Sudeste"
31;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"RJ";"Sudeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3978;"Funcionário Setor Privado";2;"SP";"Sudeste"
39;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3542;"Autônomo";1;"PR";"Sul"
34;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";4;"SC";"Sul"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2483;"Funcionário Setor Privado";0;"RS";"Sul"
75;"Ensino Médio Completo";13;"Viúvo";"Branco";"Masculino";1528;"Aposentado";5;"MS";"Centro-Oeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2606;"Funcionário Setor Privado";4;"MT";"Centro-Oeste"
81;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";6371;"Aposentado";0;"GO";"Centro-Oeste"
54;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1931;"MEI";3;"DF";"Centro-Oeste"
34;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2411;"Funcionário Setor Privado";4;"RO";"Norte"
54;"Mestrado";15;"Casado";"Pardo";"Masculino";7220;"Autônomo";1;"AC";"Norte"
41;"Ensino Médio Incompleto";9;"Casado";"Indígena";"Masculino";1100;"Funcionário Setor Privado";2;"AM";"Norte"
61;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";2327;"Não Informado";1;"RR";"Norte"
63;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"PA";"Norte"
24;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2787;"Funcionário Setor Privado";0;"AP";"Norte"
20;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"TO";"Norte"
44;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";6810;"Empresário";1;"MA";"Nordeste"
47;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3858;"Autônomo";0;"PI";"Nordeste"
31;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2506;"Funcionário Setor Privado";3;"CE";"Nordeste"
41;"Ensino Fundamental Incompleto";4;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"RN";"Nordeste"
53;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";3;"PB";"Nordeste"
63;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"PE";"Nordeste"
44;"Mestrado";14;"Casado";"Branco";"Masculino";6438;"Funcionário Setor Privado";4;"AL";"Nordeste"
37;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"SE";"Nordeste"
28;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3810;"Funcionário Setor Privado";5;"BA";"Nordeste"
71;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3280;"Aposentado";0;"MG";"Sudeste"
57;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"ES";"Sudeste"
22;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2590;"Funcionário Setor Privado";5;"RJ";"Sudeste"
33;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";16052;"Empresário";2;"SP";"Sudeste"
30;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3269;"Funcionário Setor Privado";4;"PR";"Sul"
20;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SC";"Sul"
28;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";3000;"Funcionário Setor Privado";4;"RS";"Sul"
54;"Ensino Médio Incompleto";7;"Divorciado";"Negro";"Feminino";1100;"Funcionário Setor Privado";5;"MS";"Centro-Oeste"
20;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"MT";"Centro-Oeste"
34;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"GO";"Centro-Oeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3891;"Funcionário Setor Privado";1;"DF";"Centro-Oeste"
29;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";4225;"Servidor Público";0;"RO";"Norte"
51;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3084;"Funcionário Setor Privado";2;"AC";"Norte"
39;"Ensino Médio Incompleto";9;"Divorciado";"Negro";"Feminino";1100;"Funcionário Setor Privado";4;"AM";"Norte"
19;"Ensino Médio Completo";10;"Solteiro";"Negro";"Feminino";3482;"Funcionário Setor Privado";1;"RR";"Norte"
22;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";19322;"Empresário";1;"PA";"Norte"
59;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3565;"Servidor Público";0;"AP";"Norte"
18;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"TO";"Norte"
22;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"MA";"Nordeste"
42;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";16347;"Empresário";2;"PI";"Nordeste"
39;"Ensino Médio Completo";12;"Solteiro";"Branco";"Masculino";3964;"Funcionário Setor Privado";2;"CE";"Nordeste"
31;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2346;"Funcionário Setor Privado";5;"RN";"Nordeste"
28;"Ensino Médio Incompleto";7;"Separado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"PB";"Nordeste"
22;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";3866;"Funcionário Setor Privado";5;"PE";"Nordeste"
67;"Mestrado";14;"Solteiro";"Branco";"Feminino";5922;"Aposentado";3;"AL";"Nordeste"
17;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Feminino";1100;"Menor Aprendiz";0;"SE";"Nordeste"
47;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";3528;"Funcionário Público";0;"BA";"Nordeste"
23;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2801;"Funcionário Setor Privado";5;"MG";"Sudeste"
20;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";1;"ES";"Sudeste"
22;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"RJ";"Sudeste"
47;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1767;"Servidor Público";1;"SP";"Sudeste"
49;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";3388;"Funcionário Setor Privado";2;"PR";"Sul"
64;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3546;"Não Informado";5;"SC";"Sul"
35;"Ensino Médio Completo";10;"Divorciado";"Negro";"Feminino";3790;"Servidor Público";0;"RS";"Sul"
52;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3400;"Funcionário Público";3;"MS";"Centro-Oeste"
29;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"MT";"Centro-Oeste"
73;"Ensino Fundamental Completo";6;"Viúvo";"Branco";"Feminino";3338;"Aposentado";5;"GO";"Centro-Oeste"
38;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";5;"DF";"Centro-Oeste"
59;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";2;"RO";"Norte"
35;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3720;"Funcionário Setor Privado";1;"AC";"Norte"
18;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2005;"Funcionário Setor Privado";2;"AM";"Norte"
24;"Ensino Médio Incompleto";9;"Casado";"Negro";"Feminino";1100;"Funcionário Setor Privado";0;"RR";"Norte"
33;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";1701;"Empresário";2;"PA";"Norte"
40;"Ensino Médio Completo";10;"Divorciado";"Negro";"Feminino";3592;"Funcionário Setor Privado";5;"AP";"Norte"
55;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Feminino";1100;"Funcionário Setor Privado";1;"TO";"Norte"
44;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"MA";"Nordeste"
40;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";3393;"Funcionário Setor Privado";4;"PI";"Nordeste"
22;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"CE";"Nordeste"
55;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";3379;"Funcionário Setor Privado";4;"RN";"Nordeste"
45;"Ensino Médio Incompleto";9;"Separado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"PB";"Nordeste"
47;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";19592;"Empresário";0;"PE";"Nordeste"
56;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AL";"Nordeste"
44;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";1;"SE";"Nordeste"
32;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";5536;"Servidor Público";0;"BA";"Nordeste"
17;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";1;"MG";"Sudeste"
44;"Ensino Médio Completo";10;"Divorciado";"Branco";"Masculino";2538;"Funcionário Setor Privado";0;"ES";"Sudeste"
32;"Ensino Médio Completo";12;"Solteiro";"Branco";"Masculino";3652;"Autônomo";4;"RJ";"Sudeste"
35;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2995;"Funcionário Setor Privado";5;"SP";"Sudeste"
27;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"PR";"Sul"
32;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"SC";"Sul"
68;"Ensino Médio Incompleto";7;"Divorciado";"Branco";"Masculino";4735;"Aposentado";4;"RS";"Sul"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3701;"Funcionário Setor Privado";1;"MS";"Centro-Oeste"
33;"Ensino Médio Completo";10;"Divorciado";"Negro";"Feminino";3626;"Funcionário Setor Privado";4;"MT";"Centro-Oeste"
24;"Ensino Fundamental Completo";5;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"GO";"Centro-Oeste"
48;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"DF";"Centro-Oeste"
45;"Mestrado";14;"Divorciado";"Branco";"Feminino";8616;"Funcionário Setor Privado";5;"RO";"Norte"
48;"Ensino Médio Completo";10;"Viúvo";"Branco";"Feminino";3917;"Funcionário Setor Privado";5;"AC";"Norte"
28;"Mestrado";14;"Casado";"Branco";"Masculino";6760;"Funcionário Setor Privado";1;"AM";"Norte"
60;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3232;"Não Informado";4;"RR";"Norte"
39;"Mestrado";14;"Divorciado";"Branco";"Feminino";10600;"Empresário";0;"PA";"Norte"
23;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2818;"Funcionário Setor Privado";0;"AP";"Norte"
23;"Ensino Médio Incompleto";8;"Solteiro";"Branco";"Masculino";1321;"Servidor Público";5;"TO";"Norte"
36;"Ensino Médio Completo";10;"Separado";"Branco";"Feminino";3686;"Funcionário Setor Privado";2;"MA";"Nordeste"
25;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";2805;"Funcionário Setor Privado";1;"PI";"Nordeste"
52;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"CE";"Nordeste"
35;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";3;"RN";"Nordeste"
41;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"PB";"Nordeste"
45;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";3892;"Funcionário Setor Privado";5;"PE";"Nordeste"
37;"Mestrado";14;"Casado";"Branco";"Masculino";9905;"Funcionário Público";2;"AL";"Nordeste"
58;"Ensino Médio Completo";11;"Viúvo";"Branco";"Feminino";3000;"Funcionário Setor Privado";2;"SE";"Nordeste"
67;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";2707;"Aposentado";3;"BA";"Nordeste"
48;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"MG";"Sudeste"
63;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"ES";"Sudeste"
24;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5845;"Empresário";0;"RJ";"Sudeste"
43;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2573;"Funcionário Setor Privado";4;"SP";"Sudeste"
36;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"PR";"Sul"
32;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"SC";"Sul"
36;"Ensino Médio Completo";10;"Solteiro";"Pardo";"Masculino";2776;"Funcionário Setor Privado";0;"RS";"Sul"
43;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3260;"Funcionário Setor Privado";1;"MS";"Centro-Oeste"
27;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Feminino";1100;"Funcionário Setor Privado";0;"MT";"Centro-Oeste"
17;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";2;"GO";"Centro-Oeste"
45;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";3249;"Funcionário Setor Privado";3;"DF";"Centro-Oeste"
41;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";6120;"MEI";1;"RO";"Norte"
41;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";3;"AC";"Norte"
18;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Não Informado";2;"AM";"Norte"
48;"Ensino Médio Completo";12;"Separado";"Negro";"Feminino";18157;"Empresário";1;"RR";"Norte"
51;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";2522;"Não Informado";1;"PA";"Norte"
26;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3308;"Funcionário Setor Privado";5;"AP";"Norte"
54;"Analfabeto";1;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"TO";"Norte"
22;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";2671;"Funcionário Setor Privado";3;"MA";"Nordeste"
19;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"PI";"Nordeste"
47;"Ensino Fundamental Incompleto";4;"Divorciado";"Negro";"Masculino";1100;"Funcionário Setor Privado";3;"CE";"Nordeste"
32;"Ensino Médio Incompleto";9;"União Estável";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"RN";"Nordeste"
46;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2180;"Funcionário Setor Privado";4;"PB";"Nordeste"
30;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2223;"Funcionário Setor Privado";5;"PE";"Nordeste"
35;"Mestrado";14;"Solteiro";"Pardo";"Masculino";6121;"Funcionário Setor Privado";5;"AL";"Nordeste"
52;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";2613;"Funcionário Setor Privado";4;"SE";"Nordeste"
73;"Ensino Médio Incompleto";8;"Casado";"Branco";"Masculino";5182;"Aposentado";3;"BA";"Nordeste"
